SMILES,C,H,N
[C]1[C][C]2=[C][C]12,5,0,0
[C]1[C][C]2=[N][C]12,4,0,1
[C]1[C][C]2[CH2][C]12,5,2,0
[C]1[C][C]2[CH][C]12,5,1,0
[C]1[C][C]2[C][C]12,5,0,0
[C]1[C][C]2[NH][C]12,4,1,1
[C]1[C][C]2[N][C]12,4,0,1
[C]1[C][C]=[CH][C]1,5,1,0
[C]1[C][C]=[C]=[C]1,5,0,0
[C]1[C][C]=[C][C]1,5,0,0
[C]1[C][C]=[N][C]1,4,0,1
[C]1[C][C][CH2][C]1,5,2,0
[C]1[C][C][CH][C]1,5,1,0
[C]1[C][C][C][C]1,5,0,0
[C]1[C][C][NH][C]1,4,1,1
[C]1[C][C][N][C]1,4,0,1
[C]1[C][NH][CH2][CH2]1,4,5,1
[C]1[C][NH][CH2][CH]1,4,4,1
[C]1[C][NH][CH2][NH]1,3,4,2
[C]1[C][NH][CH2][N]1,3,3,2
[C]1[C][NH][CH]=[CH]1,4,3,1
[C]1[C][NH][CH]=[C]1,4,2,1
[C]1[C][NH][CH]=[N]1,3,2,2
[C]1[C][NH][CH][CH2]1,4,4,1
[C]1[C][NH][CH][CH]1,4,3,1
[C]1[C][NH][CH][NH]1,3,3,2
[C]1[C][NH][CH][N]1,3,2,2
[C]1[C][NH][C]#[C]1,4,1,1
[C]1[C][NH][C]=[CH]1,4,2,1
[C]1[C][NH][C]=[C]1,4,1,1
[C]1[C][NH][C]=[N]1,3,1,2
[C]1[C][NH][C][CH2]1,4,3,1
[C]1[C][NH][C][CH]1,4,2,1
[C]1[C][NH][C][NH]1,3,2,2
[C]1[C][NH][C][N]1,3,1,2
[C]1[C][NH][NH][CH2]1,3,4,2
[C]1[C][NH][NH][CH]1,3,3,2
[C]1[C][NH][NH][C]1,3,2,2
[C]1[C][NH][NH][NH]1,2,3,3
[C]1[C][NH][NH][N]1,2,2,3
[C]1[C][NH][N]=[CH]1,3,2,2
[C]1[C][NH][N]=[C]1,3,1,2
[C]1[C][NH][N]=[N]1,2,1,3
[C]1[C][NH][N][CH2]1,3,3,2
[C]1[C][NH][N][CH]1,3,2,2
[C]1[C][NH][N][NH]1,2,2,3
[C]1[C][NH][N][N]1,2,1,3
[C]1[C][N]2[CH2][CH]12,4,3,1
[C]1[C][N]2[CH2][C]12,4,2,1
[C]1[C][N]2[CH2][N]12,3,2,2
[C]1[C][N]2[CH]=[C]12,4,1,1
[C]1[C][N]2[CH][CH]12,4,2,1
[C]1[C][N]2[CH][C]12,4,1,1
[C]1[C][N]2[CH][N]12,3,1,2
[C]1[C][N]2[C]=[C]12,4,0,1
[C]1[C][N]2[C][CH]12,4,1,1
[C]1[C][N]2[C][C]12,4,0,1
[C]1[C][N]2[C][N]12,3,0,2
[C]1[C][N]2[NH][CH]12,3,2,2
[C]1[C][N]2[NH][C]12,3,1,2
[C]1[C][N]2[N]=[C]12,3,0,2
[C]1[C][N]2[N][CH]12,3,1,2
[C]1[C][N]2[N][C]12,3,0,2
[C]1[C][N]2[N][N]12,2,0,3
[C]1[C][N]=[CH][CH2]1,4,3,1
[C]1[C][N]=[CH][CH]1,4,2,1
[C]1[C][N]=[CH][N]1,3,1,2
[C]1[C][N]=[C]=[CH]1,4,1,1
[C]1[C][N]=[C]=[C]1,4,0,1
[C]1[C][N]=[C]=[N]1,3,0,2
[C]1[C][N]=[C][CH2]1,4,2,1
[C]1[C][N]=[C][CH]1,4,1,1
[C]1[C][N]=[C][N]1,3,0,2
[C]1[C][N]=[N][CH2]1,3,2,2
[C]1[C][N]=[N][CH]1,3,1,2
[C]1[C][N]=[N][C]1,3,0,2
[C]1[C][N]=[N][N]1,2,0,3
[C]1[C][N][CH2][CH2]1,4,4,1
[C]1[C][N][CH2][CH]1,4,3,1
[C]1[C][N][CH2][N]1,3,2,2
[C]1[C][N][CH]=[CH]1,4,2,1
[C]1[C][N][CH]=[C]1,4,1,1
[C]1[C][N][CH][CH2]1,4,3,1
[C]1[C][N][CH][CH]1,4,2,1
[C]1[C][N][CH][N]1,3,1,2
[C]1[C][N][C]#[C]1,4,0,1
[C]1[C][N][C]=[CH]1,4,1,1
[C]1[C][N][C]=[C]1,4,0,1
[C]1[C][N][C][CH2]1,4,2,1
[C]1[C][N][C][CH]1,4,1,1
[C]1[C][N][C][N]1,3,0,2
[C]1[C][N][NH][CH2]1,3,3,2
[C]1[C][N][NH][CH]1,3,2,2
[C]1[C][N][NH][C]1,3,1,2
[C]1[C][N][NH][N]1,2,1,3
[C]1[C][N][N]=[CH]1,3,1,2
[C]1[C][N][N]=[C]1,3,0,2
[C]1[C][N][N][CH2]1,3,2,2
[C]1[C][N][N][CH]1,3,1,2
[C]1[C][N][N][C]1,3,0,2
[C]1[C][N][N][N]1,2,0,3
[C]1[C][n]2[nH][n]21,2,1,3
[C]1[NH][CH2][CH2][NH]1,3,6,2
[C]1[NH][CH2][NH][NH]1,2,5,3
[C]1[NH][CH2][N][NH]1,2,4,3
[C]1[NH][CH]2[CH2][CH]12,4,5,1
[C]1[NH][CH]2[CH2][C]12,4,4,1
[C]1[NH][CH]2[CH2][N]12,3,4,2
[C]1[NH][CH]2[CH]=[C]12,4,3,1
[C]1[NH][CH]2[CH][CH]12,4,4,1
[C]1[NH][CH]2[CH][C]12,4,3,1
[C]1[NH][CH]2[CH][N]12,3,3,2
[C]1[NH][CH]2[C]=[C]12,4,2,1
[C]1[NH][CH]2[C][CH]12,4,3,1
[C]1[NH][CH]2[C][C]12,4,2,1
[C]1[NH][CH]2[C][N]12,3,2,2
[C]1[NH][CH]2[NH][CH]12,3,4,2
[C]1[NH][CH]2[NH][C]12,3,3,2
[C]1[NH][CH]2[NH][N]12,2,3,3
[C]1[NH][CH]2[N]=[C]12,3,2,2
[C]1[NH][CH]2[N][CH]12,3,3,2
[C]1[NH][CH]2[N][C]12,3,2,2
[C]1[NH][CH]2[N][N]12,2,2,3
[C]1[NH][CH]=[CH][NH]1,3,4,2
[C]1[NH][CH]=[N][NH]1,2,3,3
[C]1[NH][CH][CH2][NH]1,3,5,2
[C]1[NH][CH][CH][NH]1,3,4,2
[C]1[NH][CH][NH][NH]1,2,4,3
[C]1[NH][CH][N][NH]1,2,3,3
[C]1[NH][C]#[C][NH]1,3,2,2
[C]1[NH][C]12[CH2][CH2]2,4,5,1
[C]1[NH][C]12[CH2][NH]2,3,4,2
[C]1[NH][C]12[CH2][N]2,3,3,2
[C]1[NH][C]12[CH]=[CH]2,4,3,1
[C]1[NH][C]12[CH]=[N]2,3,2,2
[C]1[NH][C]12[CH][CH2]2,4,4,1
[C]1[NH][C]12[CH][CH]2,4,3,1
[C]1[NH][C]12[CH][NH]2,3,3,2
[C]1[NH][C]12[CH][N]2,3,2,2
[C]1[NH][C]12[C]#[C]2,4,1,1
[C]1[NH][C]12[C]=[CH]2,4,2,1
[C]1[NH][C]12[C]=[C]2,4,1,1
[C]1[NH][C]12[C]=[N]2,3,1,2
[C]1[NH][C]12[C][NH]2,3,2,2
[C]1[NH][C]12[NH][NH]2,2,3,3
[C]1[NH][C]12[N]=[N]2,2,1,3
[C]1[NH][C]12[N][NH]2,2,2,3
[C]1[NH][C]12[N][N]2,2,1,3
[C]1[NH][C]2=[CH][CH]12,4,3,1
[C]1[NH][C]2=[CH][C]12,4,2,1
[C]1[NH][C]2=[CH][N]12,3,2,2
[C]1[NH][C]2=[C]1[CH2]2,4,3,1
[C]1[NH][C]2=[C]1[CH]2,4,2,1
[C]1[NH][C]2=[C]1[C]2,4,1,1
[C]1[NH][C]2=[C]1[NH]2,3,2,2
[C]1[NH][C]2=[C]1[N]2,3,1,2
[C]1[NH][C]2=[C]=[C]12,4,1,1
[C]1[NH][C]2=[C][CH]12,4,2,1
[C]1[NH][C]2=[C][C]12,4,1,1
[C]1[NH][C]2=[C][N]12,3,1,2
[C]1[NH][C]2=[N][CH]12,3,2,2
[C]1[NH][C]2=[N][C]12,3,1,2
[C]1[NH][C]2=[N][N]12,2,1,3
[C]1[NH][C]2[CH2][CH]12,4,4,1
[C]1[NH][C]2[CH2][C]12,4,3,1
[C]1[NH][C]2[CH2][N]12,3,3,2
[C]1[NH][C]2[CH]=[C]12,4,2,1
[C]1[NH][C]2[CH][CH]12,4,3,1
[C]1[NH][C]2[CH][C]12,4,2,1
[C]1[NH][C]2[CH][N]12,3,2,2
[C]1[NH][C]2[C]=[C]12,4,1,1
[C]1[NH][C]2[C][CH]12,4,2,1
[C]1[NH][C]2[C][C]12,4,1,1
[C]1[NH][C]2[C][N]12,3,1,2
[C]1[NH][C]2[NH][CH]12,3,3,2
[C]1[NH][C]2[NH][C]12,3,2,2
[C]1[NH][C]2[NH][N]12,2,2,3
[C]1[NH][C]2[N]=[C]12,3,1,2
[C]1[NH][C]2[N][CH]12,3,2,2
[C]1[NH][C]2[N][C]12,3,1,2
[C]1[NH][C]2[N][N]12,2,1,3
[C]1[NH][C]=[CH][NH]1,3,3,2
[C]1[NH][C]=[C][NH]1,3,2,2
[C]1[NH][C]=[N][NH]1,2,2,3
[C]1[NH][C][NH][NH]1,2,3,3
[C]1[NH][NH][NH][NH]1,1,4,4
[C]1[NH][N]2[CH2][CH]12,3,4,2
[C]1[NH][N]2[CH2][C]12,3,3,2
[C]1[NH][N]2[CH2][N]12,2,3,3
[C]1[NH][N]2[CH]=[C]12,3,2,2
[C]1[NH][N]2[CH][CH]12,3,3,2
[C]1[NH][N]2[CH][C]12,3,2,2
[C]1[NH][N]2[CH][N]12,2,2,3
[C]1[NH][N]2[C]=[C]12,3,1,2
[C]1[NH][N]2[C][CH]12,3,2,2
[C]1[NH][N]2[C][C]12,3,1,2
[C]1[NH][N]2[C][N]12,2,1,3
[C]1[NH][N]2[NH][CH]12,2,3,3
[C]1[NH][N]2[NH][C]12,2,2,3
[C]1[NH][N]2[N]=[C]12,2,1,3
[C]1[NH][N]2[N][CH]12,2,2,3
[C]1[NH][N]2[N][C]12,2,1,3
[C]1[NH][N]2[N][N]12,1,1,4
[C]1[NH][N]=[N][NH]1,1,2,4
[C]1[NH][N][NH][NH]1,1,3,4
[C]1[NH][N][N][NH]1,1,2,4
[C]1[NH][n]2[nH][n]21,1,2,4
[C]1[N]2[CH2][CH2][N]12,3,4,2
[C]1[N]2[CH2][NH][N]12,2,3,3
[C]1[N]2[CH2][N]1[CH2]2,3,4,2
[C]1[N]2[CH2][N]1[NH]2,2,3,3
[C]1[N]2[CH2][N]1[N]2,2,2,3
[C]1[N]2[CH2][N][N]12,2,2,3
[C]1[N]2[CH]3[CH2][C]132,4,3,1
[C]1[N]2[CH]3[CH]2[N]13,3,2,2
[C]1[N]2[CH]3[CH][C]132,4,2,1
[C]1[N]2[CH]3[NH][C]132,3,2,2
[C]1[N]2[CH]3[N]1[N]32,2,1,3
[C]1[N]2[CH]3[N][C]132,3,1,2
[C]1[N]2[CH][CH2][N]12,3,3,2
[C]1[N]2[CH][CH][N]12,3,2,2
[C]1[N]2[CH][NH][N]12,2,2,3
[C]1[N]2[CH][N]1[CH2]2,3,3,2
[C]1[N]2[CH][N]1[CH]2,3,2,2
[C]1[N]2[CH][N]1[NH]2,2,2,3
[C]1[N]2[CH][N]1[N]2,2,1,3
[C]1[N]2[CH][N][N]12,2,1,3
[C]1[N]2[C]3=[CH][C]132,4,1,1
[C]1[N]2[C]3=[C][C]132,4,0,1
[C]1[N]2[C]3=[N][C]132,3,0,2
[C]1[N]2[C]3[CH2][C]132,4,2,1
[C]1[N]2[C]3[CH]2[N]13,3,1,2
[C]1[N]2[C]3[CH][C]132,4,1,1
[C]1[N]2[C]3[C]2[N]13,3,0,2
[C]1[N]2[C]3[NH][C]132,3,1,2
[C]1[N]2[C]3[N]1[N]32,2,0,3
[C]1[N]2[C]3[N][C]132,3,0,2
[C]1[N]2[C][N]1[CH2]2,3,2,2
[C]1[N]2[C][N]1[CH]2,3,1,2
[C]1[N]2[C][N]1[C]2,3,0,2
[C]1[N]2[C][N]1[NH]2,2,1,3
[C]1[N]2[C][N]1[N]2,2,0,3
[C]1[N]2[NH][NH][N]12,1,2,4
[C]1[N]2[NH][N]1[NH]2,1,2,4
[C]1[N]2[N]3[CH2][C]123,3,2,2
[C]1[N]2[N]3[CH][C]123,3,1,2
[C]1[N]2[N]3[C][C]123,3,0,2
[C]1[N]2[N]3[NH][C]123,2,1,3
[C]1[N]2[N]3[N][C]123,2,0,3
[C]1[N]2[N][NH][N]12,1,1,4
[C]1[N]2[N][N]1[NH]2,1,1,4
[C]1[N]2[N][N]1[N]2,1,0,4
[C]1[N]2[N][N][N]12,1,0,4
[C]1[N]=[CH][CH2][NH]1,3,4,2
[C]1[N]=[CH][CH]=[N]1,3,2,2
[C]1[N]=[CH][CH][NH]1,3,3,2
[C]1[N]=[CH][NH][NH]1,2,3,3
[C]1[N]=[CH][N]=[N]1,2,1,3
[C]1[N]=[CH][N][NH]1,2,2,3
[C]1[N]=[C]2[CH2][CH]12,4,3,1
[C]1[N]=[C]2[CH2][C]12,4,2,1
[C]1[N]=[C]2[CH2][N]12,3,2,2
[C]1[N]=[C]2[CH]=[C]12,4,1,1
[C]1[N]=[C]2[CH][CH]12,4,2,1
[C]1[N]=[C]2[CH][C]12,4,1,1
[C]1[N]=[C]2[CH][N]12,3,1,2
[C]1[N]=[C]2[C]=[C]12,4,0,1
[C]1[N]=[C]2[C][CH]12,4,1,1
[C]1[N]=[C]2[C][C]12,4,0,1
[C]1[N]=[C]2[C][N]12,3,0,2
[C]1[N]=[C]2[NH][CH]12,3,2,2
[C]1[N]=[C]2[NH][C]12,3,1,2
[C]1[N]=[C]2[NH][N]12,2,1,3
[C]1[N]=[C]2[N]=[C]12,3,0,2
[C]1[N]=[C]2[N][CH]12,3,1,2
[C]1[N]=[C]2[N][C]12,3,0,2
[C]1[N]=[C]2[N][N]12,2,0,3
[C]1[N]=[C]=[CH][NH]1,3,2,2
[C]1[N]=[C]=[C]=[N]1,3,0,2
[C]1[N]=[C]=[C][NH]1,3,1,2
[C]1[N]=[C]=[N][NH]1,2,1,3
[C]1[N]=[C][CH2][NH]1,3,3,2
[C]1[N]=[C][CH]=[N]1,3,1,2
[C]1[N]=[C][CH][NH]1,3,2,2
[C]1[N]=[C][C]=[N]1,3,0,2
[C]1[N]=[C][NH][NH]1,2,2,3
[C]1[N]=[C][N]=[N]1,2,0,3
[C]1[N]=[C][N][NH]1,2,1,3
[C]1[N]=[N][CH2][NH]1,2,3,3
[C]1[N]=[N][CH][NH]1,2,2,3
[C]1[N]=[N][C][NH]1,2,1,3
[C]1[N]=[N][NH][NH]1,1,2,4
[C]1[N]=[N][N]=[N]1,1,0,4
[C]1[N]=[N][N][NH]1,1,1,4
[C]1[N][CH2][CH2][NH]1,3,5,2
[C]1[N][CH2][CH2][N]1,3,4,2
[C]1[N][CH2][CH]=[N]1,3,3,2
[C]1[N][CH2][CH][NH]1,3,4,2
[C]1[N][CH2][C]=[N]1,3,2,2
[C]1[N][CH2][NH][NH]1,2,4,3
[C]1[N][CH2][NH][N]1,2,3,3
[C]1[N][CH2][N]=[N]1,2,2,3
[C]1[N][CH2][N][NH]1,2,3,3
[C]1[N][CH2][N][N]1,2,2,3
[C]1[N][CH]2[CH2][CH]12,4,4,1
[C]1[N][CH]2[CH2][C]12,4,3,1
[C]1[N][CH]2[CH2][N]12,3,3,2
[C]1[N][CH]2[CH]=[C]12,4,2,1
[C]1[N][CH]2[CH][CH]12,4,3,1
[C]1[N][CH]2[CH][C]12,4,2,1
[C]1[N][CH]2[CH][N]12,3,2,2
[C]1[N][CH]2[C]=[C]12,4,1,1
[C]1[N][CH]2[C][CH]12,4,2,1
[C]1[N][CH]2[C][C]12,4,1,1
[C]1[N][CH]2[C][N]12,3,1,2
[C]1[N][CH]2[NH][CH]12,3,3,2
[C]1[N][CH]2[NH][C]12,3,2,2
[C]1[N][CH]2[NH][N]12,2,2,3
[C]1[N][CH]2[N]=[C]12,3,1,2
[C]1[N][CH]2[N][CH]12,3,2,2
[C]1[N][CH]2[N][C]12,3,1,2
[C]1[N][CH]2[N][N]12,2,1,3
[C]1[N][CH]=[CH][NH]1,3,3,2
[C]1[N][CH]=[CH][N]1,3,2,2
[C]1[N][CH]=[C]=[N]1,3,1,2
[C]1[N][CH]=[C][NH]1,3,2,2
[C]1[N][CH]=[N][NH]1,2,2,3
[C]1[N][CH]=[N][N]1,2,1,3
[C]1[N][CH][CH2][NH]1,3,4,2
[C]1[N][CH][CH2][N]1,3,3,2
[C]1[N][CH][CH]=[N]1,3,2,2
[C]1[N][CH][CH][NH]1,3,3,2
[C]1[N][CH][CH][N]1,3,2,2
[C]1[N][CH][C]=[N]1,3,1,2
[C]1[N][CH][NH][NH]1,2,3,3
[C]1[N][CH][NH][N]1,2,2,3
[C]1[N][CH][N]=[N]1,2,1,3
[C]1[N][CH][N][NH]1,2,2,3
[C]1[N][CH][N][N]1,2,1,3
[C]1[N][C]#[C][NH]1,3,1,2
[C]1[N][C]#[C][N]1,3,0,2
[C]1[N][C]12[CH2][CH2]2,4,4,1
[C]1[N][C]12[CH2][NH]2,3,3,2
[C]1[N][C]12[CH2][N]2,3,2,2
[C]1[N][C]12[CH]=[CH]2,4,2,1
[C]1[N][C]12[CH]=[N]2,3,1,2
[C]1[N][C]12[CH][CH2]2,4,3,1
[C]1[N][C]12[CH][CH]2,4,2,1
[C]1[N][C]12[CH][NH]2,3,2,2
[C]1[N][C]12[CH][N]2,3,1,2
[C]1[N][C]12[C]#[C]2,4,0,1
[C]1[N][C]12[C]=[CH]2,4,1,1
[C]1[N][C]12[C]=[C]2,4,0,1
[C]1[N][C]12[C]=[N]2,3,0,2
[C]1[N][C]12[C][NH]2,3,1,2
[C]1[N][C]12[C][N]2,3,0,2
[C]1[N][C]12[NH][NH]2,2,2,3
[C]1[N][C]12[N]=[N]2,2,0,3
[C]1[N][C]12[N][NH]2,2,1,3
[C]1[N][C]12[N][N]2,2,0,3
[C]1[N][C]2=[CH][CH]12,4,2,1
[C]1[N][C]2=[CH][C]12,4,1,1
[C]1[N][C]2=[CH][N]12,3,1,2
[C]1[N][C]2=[C]1[CH2]2,4,2,1
[C]1[N][C]2=[C]1[CH]2,4,1,1
[C]1[N][C]2=[C]1[C]2,4,0,1
[C]1[N][C]2=[C]1[NH]2,3,1,2
[C]1[N][C]2=[C]1[N]2,3,0,2
[C]1[N][C]2=[C]=[C]12,4,0,1
[C]1[N][C]2=[C][CH]12,4,1,1
[C]1[N][C]2=[C][C]12,4,0,1
[C]1[N][C]2=[C][N]12,3,0,2
[C]1[N][C]2=[N][CH]12,3,1,2
[C]1[N][C]2=[N][C]12,3,0,2
[C]1[N][C]2=[N][N]12,2,0,3
[C]1[N][C]2[CH2][CH]12,4,3,1
[C]1[N][C]2[CH2][C]12,4,2,1
[C]1[N][C]2[CH2][N]12,3,2,2
[C]1[N][C]2[CH]=[C]12,4,1,1
[C]1[N][C]2[CH][CH]12,4,2,1
[C]1[N][C]2[CH][C]12,4,1,1
[C]1[N][C]2[CH][N]12,3,1,2
[C]1[N][C]2[C]=[C]12,4,0,1
[C]1[N][C]2[C][CH]12,4,1,1
[C]1[N][C]2[C][C]12,4,0,1
[C]1[N][C]2[C][N]12,3,0,2
[C]1[N][C]2[NH][CH]12,3,2,2
[C]1[N][C]2[NH][C]12,3,1,2
[C]1[N][C]2[NH][N]12,2,1,3
[C]1[N][C]2[N]=[C]12,3,0,2
[C]1[N][C]2[N][CH]12,3,1,2
[C]1[N][C]2[N][C]12,3,0,2
[C]1[N][C]2[N][N]12,2,0,3
[C]1[N][C]=[CH][NH]1,3,2,2
[C]1[N][C]=[CH][N]1,3,1,2
[C]1[N][C]=[C]=[N]1,3,0,2
[C]1[N][C]=[C][NH]1,3,1,2
[C]1[N][C]=[C][N]1,3,0,2
[C]1[N][C]=[N][NH]1,2,1,3
[C]1[N][C]=[N][N]1,2,0,3
[C]1[N][C][NH][NH]1,2,2,3
[C]1[N][C][NH][N]1,2,1,3
[C]1[N][C][N]=[N]1,2,0,3
[C]1[N][C][N][N]1,2,0,3
[C]1[N][NH][CH2][NH]1,2,4,3
[C]1[N][NH][CH]=[N]1,2,2,3
[C]1[N][NH][CH][NH]1,2,3,3
[C]1[N][NH][C]=[N]1,2,1,3
[C]1[N][NH][C][NH]1,2,2,3
[C]1[N][NH][NH][NH]1,1,3,4
[C]1[N][NH][NH][N]1,1,2,4
[C]1[N][NH][N]=[N]1,1,1,4
[C]1[N][NH][N][NH]1,1,2,4
[C]1[N][N]2[CH2][CH]12,3,3,2
[C]1[N][N]2[CH2][C]12,3,2,2
[C]1[N][N]2[CH2][N]12,2,2,3
[C]1[N][N]2[CH]=[C]12,3,1,2
[C]1[N][N]2[CH][CH]12,3,2,2
[C]1[N][N]2[CH][C]12,3,1,2
[C]1[N][N]2[CH][N]12,2,1,3
[C]1[N][N]2[C]=[C]12,3,0,2
[C]1[N][N]2[C][CH]12,3,1,2
[C]1[N][N]2[C][C]12,3,0,2
[C]1[N][N]2[C][N]12,2,0,3
[C]1[N][N]2[NH][CH]12,2,2,3
[C]1[N][N]2[NH][C]12,2,1,3
[C]1[N][N]2[N]=[C]12,2,0,3
[C]1[N][N]2[N][CH]12,2,1,3
[C]1[N][N]2[N][C]12,2,0,3
[C]1[N][N]2[N][N]12,1,0,4
[C]1[N][N]=[CH][NH]1,2,2,3
[C]1[N][N]=[C]=[N]1,2,0,3
[C]1[N][N]=[C][NH]1,2,1,3
[C]1[N][N]=[N][NH]1,1,1,4
[C]1[N][N]=[N][N]1,1,0,4
[C]1[N][N][CH2][NH]1,2,3,3
[C]1[N][N][CH]=[N]1,2,1,3
[C]1[N][N][CH][NH]1,2,2,3
[C]1[N][N][C]=[N]1,2,0,3
[C]1[N][N][C][NH]1,2,1,3
[C]1[N][N][NH][NH]1,1,2,4
[C]1[N][N][NH][N]1,1,1,4
[C]1[N][N][N]=[N]1,1,0,4
[C]1[N][N][N][NH]1,1,1,4
[C]1[N][N][N][N]1,1,0,4
[C]1[N][n]2[nH][n]21,1,1,4
[C]1[c]2[cH][nH][n]21,3,2,2
[C]1[c]2[cH][n]1[nH]2,3,2,2
[C]1[c]2[c]3[n]1[n]2-3,3,0,2
[C]1[c]2[c][nH][n]21,3,1,2
[C]1[c]2[c][n]1[nH]2,3,1,2
[C]1[c]2[nH][nH][c]21,3,2,2
[C]1[c]2[n][nH][n]21,2,1,3
[C]1[c]2[n][n]1[nH]2,2,1,3
[C]1[n]2[cH][cH][n]21,3,2,2
[C]1[n]2[cH][n][n]21,2,1,3
[C]1[n]2[c]#[c][n]21,3,0,2
[C]1[n]2[c]3[n]1[c]2=3,3,0,2
[C]1[n]2[c][cH][n]21,3,1,2
[C]1[n]2[c][c][n]21,3,0,2
[C]1[n]2[c][n][n]21,2,0,3
[C]1[n]2[n]3[n]1[n]23,1,0,4
[C]1[n]2[n][n][n]21,1,0,4
[C]=[CH][CH2][CH2][CH2],5,7,0
[C]=[CH][CH2][CH2][CH3],5,8,0
[C]=[CH][CH2][CH2][CH],5,6,0
[C]=[CH][CH2][CH2][NH2],4,7,1
[C]=[CH][CH2][CH2][NH],4,6,1
[C]=[CH][CH2][CH2][N],4,5,1
[C]=[CH][CH2][CH]=[CH2],5,6,0
[C]=[CH][CH2][CH]=[CH],5,5,0
[C]=[CH][CH2][CH]=[C],5,4,0
[C]=[CH][CH2][CH]=[NH],4,5,1
[C]=[CH][CH2][CH]=[N],4,4,1
[C]=[CH][CH2][CH][CH2],5,6,0
[C]=[CH][CH2][CH][CH3],5,7,0
[C]=[CH][CH2][CH][CH],5,5,0
[C]=[CH][CH2][CH][NH2],4,6,1
[C]=[CH][CH2][CH][NH],4,5,1
[C]=[CH][CH2][CH][N],4,4,1
[C]=[CH][CH2][C]#[CH],5,4,0
[C]=[CH][CH2][C]#[C],5,3,0
[C]=[CH][CH2][C]#[N],4,3,1
[C]=[CH][CH2][C]=[CH2],5,5,0
[C]=[CH][CH2][C]=[CH],5,4,0
[C]=[CH][CH2][C]=[NH],4,4,1
[C]=[CH][CH2][C]=[N],4,3,1
[C]=[CH][CH2][C][CH2],5,5,0
[C]=[CH][CH2][C][CH3],5,6,0
[C]=[CH][CH2][C][CH],5,4,0
[C]=[CH][CH2][C][NH2],4,5,1
[C]=[CH][CH2][C][NH],4,4,1
[C]=[CH][CH2][C][N],4,3,1
[C]=[CH][CH2][NH][CH2],4,6,1
[C]=[CH][CH2][NH][CH3],4,7,1
[C]=[CH][CH2][NH][CH],4,5,1
[C]=[CH][CH2][NH][NH2],3,6,2
[C]=[CH][CH2][NH][NH],3,5,2
[C]=[CH][CH2][NH][N],3,4,2
[C]=[CH][CH2][N]=[CH2],4,5,1
[C]=[CH][CH2][N]=[CH],4,4,1
[C]=[CH][CH2][N]=[C],4,3,1
[C]=[CH][CH2][N]=[NH],3,4,2
[C]=[CH][CH2][N]=[N],3,3,2
[C]=[CH][CH2][N][CH2],4,5,1
[C]=[CH][CH2][N][CH3],4,6,1
[C]=[CH][CH2][N][CH],4,4,1
[C]=[CH][CH2][N][NH2],3,5,2
[C]=[CH][CH2][N][NH],3,4,2
[C]=[CH][CH2][N][N],3,3,2
[C]=[CH][CH]([CH2])[CH2],5,6,0
[C]=[CH][CH]([CH2])[CH3],5,7,0
[C]=[CH][CH]([CH2])[NH2],4,6,1
[C]=[CH][CH]([CH2])[NH],4,5,1
[C]=[CH][CH]([CH2])[N],4,4,1
[C]=[CH][CH]([CH3])[CH3],5,8,0
[C]=[CH][CH]([CH3])[NH2],4,7,1
[C]=[CH][CH]([CH3])[NH],4,6,1
[C]=[CH][CH]([CH3])[N],4,5,1
[C]=[CH][CH]([CH])[CH2],5,5,0
[C]=[CH][CH]([CH])[CH3],5,6,0
[C]=[CH][CH]([CH])[CH],5,4,0
[C]=[CH][CH]([CH])[NH2],4,5,1
[C]=[CH][CH]([CH])[NH],4,4,1
[C]=[CH][CH]([CH])[N],4,3,1
[C]=[CH][CH]([NH2])[NH2],3,6,2
[C]=[CH][CH]([NH])[NH2],3,5,2
[C]=[CH][CH]([NH])[NH],3,4,2
[C]=[CH][CH]([N])[NH2],3,4,2
[C]=[CH][CH]([N])[NH],3,3,2
[C]=[CH][CH]([N])[N],3,2,2
[C]=[CH][CH]1[CH2][CH2]1,5,6,0
[C]=[CH][CH]1[CH2][NH]1,4,5,1
[C]=[CH][CH]1[CH2][N]1,4,4,1
[C]=[CH][CH]1[CH]=[CH]1,5,4,0
[C]=[CH][CH]1[CH]=[N]1,4,3,1
[C]=[CH][CH]1[CH][CH2]1,5,5,0
[C]=[CH][CH]1[CH][CH]1,5,4,0
[C]=[CH][CH]1[CH][NH]1,4,4,1
[C]=[CH][CH]1[CH][N]1,4,3,1
[C]=[CH][CH]1[C]#[C]1,5,2,0
[C]=[CH][CH]1[C]=[CH]1,5,3,0
[C]=[CH][CH]1[C]=[C]1,5,2,0
[C]=[CH][CH]1[C]=[N]1,4,2,1
[C]=[CH][CH]1[C][CH2]1,5,4,0
[C]=[CH][CH]1[C][CH]1,5,3,0
[C]=[CH][CH]1[C][C]1,5,2,0
[C]=[CH][CH]1[C][NH]1,4,3,1
[C]=[CH][CH]1[C][N]1,4,2,1
[C]=[CH][CH]1[NH][NH]1,3,4,2
[C]=[CH][CH]1[N]=[N]1,3,2,2
[C]=[CH][CH]1[N][NH]1,3,3,2
[C]=[CH][CH]1[N][N]1,3,2,2
[C]=[CH][CH]=[CH][CH2],5,5,0
[C]=[CH][CH]=[CH][CH3],5,6,0
[C]=[CH][CH]=[CH][CH],5,4,0
[C]=[CH][CH]=[CH][NH2],4,5,1
[C]=[CH][CH]=[CH][NH],4,4,1
[C]=[CH][CH]=[CH][N],4,3,1
